"PCD_ID" "fulltext" "primary_research" "methods_strategy" "methods_codes" "code_list" "all_codes" "available_on_request" "Title" "URL" "Description" "Details" "ShortDetails" "Resource" "Type" "Identifiers" "Db" "EntrezUID" "Properties" "anycodes" "anyorrequest" "year"
"351" 1054 1 1 0 0 0 0 0 "Epidemiology of lower limb fractures in general practice in the United Kingdom." "/pubmed/15583259" "Kaye JA, Jick H." "Inj Prev. 2004 Dec;10(6):368-74." "Inj Prev.  2004" "PubMed" "citation" "PMID:15583259 | PMCID:PMC1730161" "pubmed" 15583259 "create date:2004/12/08 | first author:Kaye JA" 0 0 2004
"352" 1055 1 1 1 1 0 0 0 "Epidemiology of childhood fractures in Britain: a study using the general practice research database." "/pubmed/15537440" "Cooper C, Dennison EM, Leufkens HG, Bishop N, van Staa TP." "J Bone Miner Res. 2004 Dec;19(12):1976-81. Epub 2004 Sep 20." "J Bone Miner Res.  2004" "PubMed" "citation" "PMID:15537440" "pubmed" 15537440 "create date:2004/11/13 | first author:Cooper C" 1 1 2004
"353" 1056 1 1 1 1 0 0 0 "Prevalence of comorbid psychiatric illness and substance misuse in primary care in England and Wales." "/pubmed/15547069" "Frisher M, Collins J, Millson D, Crome I, Croft P." "J Epidemiol Community Health. 2004 Dec;58(12):1036-41." "J Epidemiol Community Health.  2004" "PubMed" "citation" "PMID:15547069 | PMCID:PMC1732645" "pubmed" 15547069 "create date:2004/11/18 | first author:Frisher M" 1 1 2004
"354" 1057 1 1 0 1 0 0 1 "What has happened to antimicrobial usage in primary care in the United Kingdom since the SMAC report? - description of trends in antimicrobial usage using the General Practice Research Database." "/pubmed/15598854" "Smith GE, Smith S, Heatlie H, Bashford JN, Hawker J, Ashcroft D, Millson D, Verlander NQ, Warren R." "J Public Health (Oxf). 2004 Dec;26(4):359-64." "J Public Health (Oxf).  2004" "PubMed" "citation" "PMID:15598854" "pubmed" 15598854 "create date:2004/12/16 | first author:Smith GE" 1 1 2004
"355" 1059 1 1 0 0 0 0 0 "Association of deprivation, ethnicity, and sex with quality indicators for diabetes: population based survey of 53,000 patients in primary care." "/pubmed/15548561" "Hippisley-Cox J, O'Hanlon S, Coupland C." "BMJ. 2004 Nov 27;329(7477):1267-9. Epub 2004 Nov 17." "BMJ.  2004" "PubMed" "citation" "PMID:15548561 | PMCID:PMC534442" "pubmed" 15548561 "create date:2004/11/19 | first author:Hippisley-Cox J" 0 0 2004
"356" 1061 1 1 1 1 1 1 0 "Persistency and treatment failure in newly diagnosed open angle glaucoma patients in the United Kingdom." "/pubmed/15489479" "Zhou Z, Althin R, Sforzolini BS, Dhawan R." "Br J Ophthalmol. 2004 Nov;88(11):1391-4." "Br J Ophthalmol.  2004" "PubMed" "citation" "PMID:15489479 | PMCID:PMC1772375" "pubmed" 15489479 "create date:2004/10/19 | first author:Zhou Z" 1 1 2004
"357" 1072 1 1 1 0 0 0 0 "Statins and newly diagnosed diabetes." "/pubmed/15327590" "Jick SS, Bradbury BD." "Br J Clin Pharmacol. 2004 Sep;58(3):303-9." "Br J Clin Pharmacol.  2004" "PubMed" "citation" "PMID:15327590 | PMCID:PMC1884569" "pubmed" 15327590 "create date:2004/08/26 | first author:Jick SS" 0 0 2004
"358" 1073 1 1 1 0 0 0 0 "Tamoxifen and cataracts: a null association." "/pubmed/15377843" "Bradbury BD, Lash TL, Kaye JA, Jick SS." "Breast Cancer Res Treat. 2004 Sep;87(2):189-96." "Breast Cancer Res Treat.  2004" "PubMed" "citation" "PMID:15377843" "pubmed" 15377843 "create date:2004/09/21 | first author:Bradbury BD" 0 0 2004
"360" 1077 1 1 1 0 0 0 0 "Risk of breast cancer among users of aspirin and other anti-inflammatory drugs." "/pubmed/15226764" "García Rodríguez LA, González-Pérez A." "Br J Cancer. 2004 Aug 2;91(3):525-9." "Br J Cancer.  2004" "PubMed" "citation" "PMID:15226764 | PMCID:PMC2409835" "pubmed" 15226764 "create date:2004/07/01 | first author:García Rodríguez LA" 0 0 2004
"361" 1079 1 1 1 0 0 0 0 "Risk of oesophageal cancer in Barrett's oesophagus and gastro-oesophageal reflux." "/pubmed/15247170" "Solaymani-Dodaran M, Logan RF, West J, Card T, Coupland C." "Gut. 2004 Aug;53(8):1070-4." "Gut.  2004" "PubMed" "citation" "PMID:15247170 | PMCID:PMC1774141" "pubmed" 15247170 "create date:2004/07/13 | first author:Solaymani-Dodaran M" 0 0 2004
"362" 1080 1 1 1 1 1 0 0 "Use of oral glucocorticoids and risk of cardiovascular and cerebrovascular disease in a population based case-control study." "/pubmed/15253953" "Souverein PC, Berard A, Van Staa TP, Cooper C, Egberts AC, Leufkens HG, Walker BR." "Heart. 2004 Aug;90(8):859-65." "Heart.  2004" "PubMed" "citation" "PMID:15253953 | PMCID:PMC1768386" "pubmed" 15253953 "create date:2004/07/16 | first author:Souverein PC" 1 1 2004
"363" 1081 1 1 1 0 0 0 0 "Risk factors in carpal tunnel syndrome." "/pubmed/15234492" "Geoghegan JM, Clark DI, Bainbridge LC, Smith C, Hubbard R." "J Hand Surg Br. 2004 Aug;29(4):315-20." "J Hand Surg Br.  2004" "PubMed" "citation" "PMID:15234492" "pubmed" 15234492 "create date:2004/07/06 | first author:Geoghegan JM" 0 0 2004
"364" 1082 1 1 0 1 0 0 0 "Inhaled corticosteroids and the risk of fractures in children and adolescents." "/pubmed/15286232" "Schlienger RG, Jick SS, Meier CR." "Pediatrics. 2004 Aug;114(2):469-73." "Pediatrics.  2004" "PubMed" "citation" "PMID:15286232" "pubmed" 15286232 "create date:2004/08/03 | first author:Schlienger RG" 1 1 2004
"365" 1083 1 1 0 0 0 0 0 "Breast cancer incidence and use of antihypertensive medication in women." "/pubmed/15317040" "González-Pérez A, Ronquist G, García Rodríguez LA." "Pharmacoepidemiol Drug Saf. 2004 Aug;13(8):581-5." "Pharmacoepidemiol Drug Saf.  2004" "PubMed" "citation" "PMID:15317040" "pubmed" 15317040 "create date:2004/08/19 | first author:González-Pérez A" 0 0 2004
"366" 1088 1 1 0 0 0 0 0 "Comparative cardiac safety of low-dose thioridazine and low-dose haloperidol." "/pubmed/15206997" "Hennessy S, Bilker WB, Knauss JS, Kimmel SE, Margolis DJ, Morrison MF, Reynolds RF, Glasser DB, Strom BL." "Br J Clin Pharmacol. 2004 Jul;58(1):81-7. Erratum in: Br J Clin Pharmacol. 2004 Aug;58(2):228. " "Br J Clin Pharmacol.  2004" "PubMed" "citation" "PMID:15206997 | PMCID:PMC1884535" "pubmed" 15206997 "create date:2004/06/23 | first author:Hennessy S" 0 0 2004
"367" 1096 1 1 1 1 1 1 0 "Developing a large electronic primary care database (Doctors' Independent Network) for research." "/pubmed/15171985" "Carey IM, Cook DG, De Wilde S, Bremner SA, Richards N, Caine S, Strachan DP, Hilton SR." "Int J Med Inform. 2004 Jun 15;73(5):443-53." "Int J Med Inform.  2004" "PubMed" "citation" "PMID:15171985" "pubmed" 15171985 "create date:2004/06/03 | first author:Carey IM" 1 1 2004
"368" 1097 1 1 1 0 0 0 0 "Vaccination and allergic disease: a birth cohort study." "/pubmed/15249303" "McKeever TM, Lewis SA, Smith C, Hubbard R." "Am J Public Health. 2004 Jun;94(6):985-9." "Am J Public Health.  2004" "PubMed" "citation" "PMID:15249303 | PMCID:PMC1448377" "pubmed" 15249303 "create date:2004/07/14 | first author:McKeever TM" 0 0 2004
"369" 1102 1 1 1 0 0 0 0 "Late-onset seizures as a predictor of subsequent stroke." "/pubmed/15081649" "Cleary P, Shorvon S, Tallis R." "Lancet. 2004 Apr 10;363(9416):1184-6." "Lancet.  2004" "PubMed" "citation" "PMID:15081649" "pubmed" 15081649 "create date:2004/04/15 | first author:Cleary P" 0 0 2004
"372" 1111 1 1 0 0 0 0 0 "Statin use and cancer risk in the General Practice Research Database." "/pubmed/14760377" "Kaye JA, Jick H." "Br J Cancer. 2004 Feb 9;90(3):635-7." "Br J Cancer.  2004" "PubMed" "citation" "PMID:14760377 | PMCID:PMC2409598" "pubmed" 14760377 "create date:2004/02/05 | first author:Kaye JA" 0 0 2004
"373" 1115 1 1 0 0 0 0 0 "Effect of rheumatoid arthritis or systemic lupus erythematosus on the risk of first-time acute myocardial infarction." "/pubmed/14715346" "Fischer LM, Schlienger RG, Matter C, Jick H, Meier CR." "Am J Cardiol. 2004 Jan 15;93(2):198-200." "Am J Cardiol.  2004" "PubMed" "citation" "PMID:14715346" "pubmed" 14715346 "create date:2004/01/13 | first author:Fischer LM" 0 0 2004
"376" 1123 1 1 1 1 0 0 0 "Use of alpha-blockers and the risk of hip/femur fractures." "/pubmed/14641795" "Souverein PC, Van Staa TP, Egberts AC, De la Rosette JJ, Cooper C, Leufkens HG." "J Intern Med. 2003 Dec;254(6):548-54." "J Intern Med.  2003" "PubMed" "citation" "PMID:14641795" "pubmed" 14641795 "create date:2003/12/03 | first author:Souverein PC" 1 1 2003
"377" 1130 1 1 1 0 0 0 0 "Users of oral steroids are at a reduced risk of developing irritable bowel syndrome." "/pubmed/14558181" "Huerta C, García Rodríguez LA, Wallander MA, Johansson S." "Pharmacoepidemiol Drug Saf. 2003 Oct-Nov;12(7):583-8." "Pharmacoepidemiol Drug Saf.  2003" "PubMed" "citation" "PMID:14558181" "pubmed" 14558181 "create date:2003/10/16 | first author:Huerta C" 0 0 2003
"378" 1131 1 1 0 1 0 0 0 "The risk of liver disorders in women prescribed cyproterone acetate in combination with ethinyloestradiol (Dianette): a nested case-control study using the GPRD." "/pubmed/14558177" "Seaman HE, de Vries CS, Farmer RD." "Pharmacoepidemiol Drug Saf. 2003 Oct-Nov;12(7):541-50." "Pharmacoepidemiol Drug Saf.  2003" "PubMed" "citation" "PMID:14558177" "pubmed" 14558177 "create date:2003/10/16 | first author:Seaman HE" 1 1 2003
"379" 1133 1 1 1 1 1 0 0 "Implications of the problem orientated medical record (POMR) for research using electronic GP databases: a comparison of the Doctors Independent Network Database (DIN) and the General Practice Research Database (GPRD)." "/pubmed/14516473" "Carey IM, Cook DG, De Wilde S, Bremner SA, Richards N, Caine S, Strachan DP, Hilton SR." "BMC Fam Pract. 2003 Sep 30;4:14." "BMC Fam Pract.  2003" "PubMed" "citation" "PMID:14516473 | PMCID:PMC240086" "pubmed" 14516473 "create date:2003/10/01 | first author:Carey IM" 1 1 2003
"380" 1136 1 1 0 0 0 0 0 "The incidence of sterilisation in the UK." "/pubmed/14511963" "Rowlands S, Hannaford P." "BJOG. 2003 Sep;110(9):819-24." "BJOG.  2003" "PubMed" "citation" "PMID:14511963" "pubmed" 14511963 "create date:2003/09/27 | first author:Rowlands S" 0 0 2003
"381" 1141 1 1 1 1 1 0 0 "Increased risk of achilles tendon rupture with quinolone antibacterial use, especially in elderly patients taking oral corticosteroids." "/pubmed/12912715" "van der Linden PD, Sturkenboom MC, Herings RM, Leufkens HM, Rowlands S, Stricker BH." "Arch Intern Med. 2003 Aug 11-25;163(15):1801-7." "Arch Intern Med.  2003" "PubMed" "citation" "PMID:12912715" "pubmed" 12912715 "create date:2003/08/13 | first author:van der Linden PD" 1 1 2003
"382" 1143 1 1 0 0 0 0 0 "Fracture risk in people with celiac disease: a population-based cohort study." "/pubmed/12891545" "West J, Logan RF, Card TR, Smith C, Hubbard R." "Gastroenterology. 2003 Aug;125(2):429-36." "Gastroenterology.  2003" "PubMed" "citation" "PMID:12891545" "pubmed" 12891545 "create date:2003/08/02 | first author:West J" 0 0 2003
"383" 1149 1 1 0 1 1 0 0 "Risk factors for chronic constipation based on a general practice sample." "/pubmed/12809835" "Talley NJ, Jones M, Nuyts G, Dubois D." "Am J Gastroenterol. 2003 May;98(5):1107-11." "Am J Gastroenterol.  2003" "PubMed" "citation" "PMID:12809835" "pubmed" 12809835 "create date:2003/06/18 | first author:Talley NJ" 1 1 2003
"384" 1159 1 1 1 0 0 0 0 "Who receives lipid-lowering drugs: the effects of comorbidities and patient characteristics on treatment initiation." "/pubmed/12630980" "Yang CC, Jick SS, Testa MA." "Br J Clin Pharmacol. 2003 Mar;55(3):288-98." "Br J Clin Pharmacol.  2003" "PubMed" "citation" "PMID:12630980 | PMCID:PMC1884220" "pubmed" 12630980 "create date:2003/03/13 | first author:Yang CC" 0 0 2003
"385" 1166 1 1 1 0 0 0 0 "Medical outcome of pregnancy in women with psychotic disorders and their infants in the first year after birth." "/pubmed/12509320" "Howard LM, Goss C, Leese M, Thornicroft G." "Br J Psychiatry. 2003 Jan;182:63-7." "Br J Psychiatry.  2003" "PubMed" "citation" "PMID:12509320" "pubmed" 12509320 "create date:2003/01/02 | first author:Howard LM" 0 0 2003
"386" 1168 1 1 0 0 0 0 0 "Inhaled corticosteroids and hip fracture: a population-based case-control study." "/pubmed/12406825" "Hubbard RB, Smith CJ, Smeeth L, Harrison TW, Tattersfield AE." "Am J Respir Crit Care Med. 2002 Dec 15;166(12 Pt 1):1563-6. Epub 2002 Sep 25." "Am J Respir Crit Care Med.  2002" "PubMed" "citation" "PMID:12406825" "pubmed" 12406825 "create date:2002/10/31 | first author:Hubbard RB" 0 0 2002
"387" 1172 1 1 0 1 1 0 0 "Risk of serious skin disorders among users of oral antifungals: a population-based study." "/pubmed/12456265" "Castellsague J, García-Rodríguez LA, Duque A, Pérez S." "BMC Dermatol. 2002 Nov 28;2:14. Epub 2002 Nov 28." "BMC Dermatol.  2002" "PubMed" "citation" "PMID:12456265 | PMCID:PMC138808" "pubmed" 12456265 "create date:2002/11/29 | first author:Castellsague J" 1 1 2002
"388" 1174 1 1 1 0 0 0 0 "Utility of medical and drug history in fracture risk prediction among men and women." "/pubmed/12398948" "van Staa TP, Leufkens HG, Cooper C." "Bone. 2002 Oct;31(4):508-14." "Bone.  2002" "PubMed" "citation" "PMID:12398948" "pubmed" 12398948 "create date:2002/10/26 | first author:van Staa TP" 0 0 2002
"389" 1179 1 1 1 1 1 0 0 "Association between migraine and asthma: matched case-control study." "/pubmed/12236275" "Davey G, Sedgwick P, Maier W, Visick G, Strachan DP, Anderson HR." "Br J Gen Pract. 2002 Sep;52(482):723-7." "Br J Gen Pract.  2002" "PubMed" "citation" "PMID:12236275 | PMCID:PMC1314412" "pubmed" 12236275 "create date:2002/09/19 | first author:Davey G" 1 1 2002
"390" 1182 1 1 0 0 0 0 0 "Relation of childhood gastrointestinal disorders to autism: nested case-control study using data from the UK General Practice Research Database." "/pubmed/12193358" "Black C, Kaye JA, Jick H." "BMJ. 2002 Aug 24;325(7361):419-21." "BMJ.  2002" "PubMed" "citation" "PMID:12193358 | PMCID:PMC119436" "pubmed" 12193358 "create date:2002/08/24 | first author:Black C" 0 0 2002
"393" 1190 1 1 1 1 1 1 0 "Prescribing patterns in premenstrual syndrome." "/pubmed/12086594" "Wyatt KM, Dimmock PW, Frischer M, Jones PW, O'Brien SP." "BMC Womens Health. 2002 Jun 19;2(1):4." "BMC Womens Health.  2002" "PubMed" "citation" "PMID:12086594 | PMCID:PMC117222" "pubmed" 12086594 "create date:2002/06/28 | first author:Wyatt KM" 1 1 2002
"394" 1196 1 1 0 0 0 0 0 "Lower risk of thromboembolic cardiovascular events with naproxen among patients with rheumatoid arthritis." "/pubmed/12020179" "Watson DJ, Rhodes T, Cai B, Guess HA." "Arch Intern Med. 2002 May 27;162(10):1105-10. Erratum in: Arch Intern Med 2002 Aug 12-26;162(15):1779. " "Arch Intern Med.  2002" "PubMed" "citation" "PMID:12020179" "pubmed" 12020179 "create date:2002/05/22 | first author:Watson DJ" 0 0 2002
"395" 1197 1 1 0 1 0 0 0 "Statin use, hyperlipidaemia, and the risk of breast cancer." "/pubmed/11986777" "Kaye JA, Meier CR, Walker AM, Jick H." "Br J Cancer. 2002 May 6;86(9):1436-9." "Br J Cancer.  2002" "PubMed" "citation" "PMID:11986777 | PMCID:PMC2375376" "pubmed" 11986777 "create date:2002/05/03 | first author:Kaye JA" 1 1 2002
"396" 1198 1 1 1 0 0 0 0 "Geriatric drug therapy and healthcare utilization in the United kingdom." "/pubmed/11978154" "Kennerfalk A, Ruigómez A, Wallander MA, Wilhelmsen L, Johansson S." "Ann Pharmacother. 2002 May;36(5):797-803." "Ann Pharmacother.  2002" "PubMed" "citation" "PMID:11978154" "pubmed" 11978154 "create date:2002/04/30 | first author:Kennerfalk A" 0 0 2002
"398" 1201 1 1 0 1 0 0 0 "Incidence of chronic atrial fibrillation in general practice and its treatment pattern." "/pubmed/11927203" "Ruigómez A, Johansson S, Wallander MA, Rodríguez LA." "J Clin Epidemiol. 2002 Apr;55(4):358-63." "J Clin Epidemiol.  2002" "PubMed" "citation" "PMID:11927203" "pubmed" 11927203 "create date:2002/04/03 | first author:Ruigómez A" 1 1 2002
"399" 1202 1 1 1 1 1 0 1 "Validity and completeness of the General Practice Research Database for studies of inflammatory bowel disease." "/pubmed/12051120" "Lewis JD, Brensinger C, Bilker WB, Strom BL." "Pharmacoepidemiol Drug Saf. 2002 Apr-May;11(3):211-8." "Pharmacoepidemiol Drug Saf.  2002" "PubMed" "citation" "PMID:12051120" "pubmed" 12051120 "create date:2002/06/08 | first author:Lewis JD" 1 1 2002
"400" 1206 1 1 0 0 0 0 0 "Hormone replacement therapy and prevention of pressure ulcers and venous leg ulcers." "/pubmed/11879867" "Margolis DJ, Knauss J, Bilker W." "Lancet. 2002 Feb 23;359(9307):675-7." "Lancet.  2002" "PubMed" "citation" "PMID:11879867" "pubmed" 11879867 "create date:2002/03/07 | first author:Margolis DJ" 0 0 2002
"401" 1207 1 1 1 1 1 0 0 "Risk of mortality in a cohort of patients newly diagnosed with chronic atrial fibrillation." "/pubmed/11897013" "Ruigómez A, Johansson S, Wallander MA, García Rodríguez LA." "BMC Cardiovasc Disord. 2002;2:5. Epub 2002 Feb 26." "BMC Cardiovasc Disord.  2002" "PubMed" "citation" "PMID:11897013 | PMCID:PMC99044" "pubmed" 11897013 "create date:2002/03/19 | first author:Ruigómez A" 1 1 2002
"402" 1215 1 1 1 1 0 0 0 "Epidemiology of fractures in England and Wales." "/pubmed/11728921" "van Staa TP, Dennison EM, Leufkens HG, Cooper C." "Bone. 2001 Dec;29(6):517-22." "Bone.  2001" "PubMed" "citation" "PMID:11728921" "pubmed" 11728921 "create date:2001/12/01 | first author:van Staa TP" 1 1 2001
"403" 1216 1 1 1 0 0 0 0 "Antibiotic failure in the treatment of urinary tract infections in young women." "/pubmed/11733475" "Lawrenson RA, Logie JW." "J Antimicrob Chemother. 2001 Dec;48(6):895-901." "J Antimicrob Chemother.  2001" "PubMed" "citation" "PMID:11733475" "pubmed" 11733475 "create date:2001/12/06 | first author:Lawrenson RA" 0 0 2001
"405" 1221 1 1 1 1 0 0 0 "Risk of cataract in patients treated with statins." "/pubmed/11525705" "Schlienger RG, Haefeli WE, Jick H, Meier CR." "Arch Intern Med. 2001 Sep 10;161(16):2021-6." "Arch Intern Med.  2001" "PubMed" "citation" "PMID:11525705" "pubmed" 11525705 "create date:2001/09/26 | first author:Schlienger RG" 1 1 2001
"407" 1225 1 1 0 1 0 0 0 "Patterns of prescribing of nutritional supplements in the United Kingdom." "/pubmed/11478831" "Gale CR, Edington J, Coles SJ, Martyn CN." "Clin Nutr. 2001 Aug;20(4):333-7." "Clin Nutr.  2001" "PubMed" "citation" "PMID:11478831" "pubmed" 11478831 "create date:2001/08/02 | first author:Gale CR" 1 1 2001
"410" 1231 1 1 0 0 0 0 0 "Public health impact of adverse bone effects of oral corticosteroids." "/pubmed/11422020" "van Staa TP, Abenhaim L, Cooper C, Zhang B, Leufkens HG." "Br J Clin Pharmacol. 2001 Jun;51(6):601-7." "Br J Clin Pharmacol.  2001" "PubMed" "citation" "PMID:11422020 | PMCID:PMC2014495" "pubmed" 11422020 "create date:2001/06/26 | first author:van Staa TP" 0 0 2001
"411" 1236 1 1 1 0 0 0 0 "Postmenopausal estrogen replacement therapy and the risk of Alzheimer disease." "/pubmed/11255447" "Seshadri S, Zornberg GL, Derby LE, Myers MW, Jick H, Drachman DA." "Arch Neurol. 2001 Mar;58(3):435-40." "Arch Neurol.  2001" "PubMed" "citation" "PMID:11255447" "pubmed" 11255447 "create date:2001/03/20 | first author:Seshadri S" 0 0 2001
"413" 1245 1 1 1 0 0 0 0 "Risk of upper gastrointestinal bleeding and perforation associated with low-dose aspirin as plain and enteric-coated formulations." "/pubmed/11228592" "de Abajo FJ, García Rodríguez LA." "BMC Clin Pharmacol. 2001;1:1. Epub 2001 Feb 13." "BMC Clin Pharmacol.  2001" "PubMed" "citation" "PMID:11228592 | PMCID:PMC32172" "pubmed" 11228592 "create date:2001/03/03 | first author:de Abajo FJ" 0 0 2001
"414" 1247 1 1 0 0 0 0 0 "Reduced risk of colorectal cancer among long-term users of aspirin and nonaspirin nonsteroidal antiinflammatory drugs." "/pubmed/11138826" "García-Rodríguez LA, Huerta-Alvarez C." "Epidemiology. 2001 Jan;12(1):88-93." "Epidemiology.  2001" "PubMed" "citation" "PMID:11138826" "pubmed" 11138826 "create date:2001/01/04 | first author:García-Rodríguez LA" 0 0 2001
"417" 1254 1 1 0 0 0 0 0 "A UK general practice database study of prevalence and mortality of people with neural tube defects." "/pubmed/11128738" "Lawrenson R, Wyndaele JJ, Vlachonikolis I, Farmer C, Glickman S." "Clin Rehabil. 2000 Dec;14(6):627-30." "Clin Rehabil.  2000" "PubMed" "citation" "PMID:11128738" "pubmed" 11128738 "create date:2000/12/29 | first author:Lawrenson R" 0 0 2000
"418" 1256 1 1 1 0 0 0 0 "Patterns of prescription of PC4 by general practitioners in England and Wales." "/pubmed/11245551" "Ineichen B, Logie J, Rowlands S, Lawrenson R." "Eur J Contracept Reprod Health Care. 2000 Dec;5(4):241-7." "Eur J Contracept Reprod Health Care.  2000" "PubMed" "citation" "PMID:11245551" "pubmed" 11245551 "create date:2001/03/14 | first author:Ineichen B" 0 0 2001
"419" 1257 1 1 0 0 0 0 0 "Oral corticosteroids and fracture risk: relationship to daily and cumulative doses." "/pubmed/11136882" "van Staa TP, Leufkens HG, Abenhaim L, Zhang B, Cooper C." "Rheumatology (Oxford). 2000 Dec;39(12):1383-9." "Rheumatology (Oxford).  2000" "PubMed" "citation" "PMID:11136882" "pubmed" 11136882 "create date:2001/01/04 | first author:van Staa TP" 0 0 2001
"420" 1263 1 1 0 0 0 0 0 "Use of nonsteroidal anti-inflammatory drugs and risk of fractures." "/pubmed/11033453" "van Staa TP, Leufkens HG, Cooper C." "Bone. 2000 Oct;27(4):563-8." "Bone.  2000" "PubMed" "citation" "PMID:11033453" "pubmed" 11033453 "create date:2000/10/18 | first author:van Staa TP" 0 0 2000
"421" 1266 1 1 1 0 0 0 0 "Adult height and cryptogenic fibrosing alveolitis: a case-control study using the UK general practice research database." "/pubmed/10992540" "Hubbard R, Venn A." "Thorax. 2000 Oct;55(10):864-6." "Thorax.  2000" "PubMed" "citation" "PMID:10992540 | PMCID:PMC1745612" "pubmed" 10992540 "create date:2000/09/19 | first author:Hubbard R" 0 0 2000
"422" 1272 1 1 1 0 0 0 0 "Effect of 1995 pill scare on rates of venous thromboembolism among women taking combined oral contraceptives: analysis of general practice research database." "/pubmed/10948026" "Farmer RD, Williams TJ, Simpson EL, Nightingale AL." "BMJ. 2000 Aug 19-26;321(7259):477-9." "BMJ.  2000" "PubMed" "citation" "PMID:10948026 | PMCID:PMC27461" "pubmed" 10948026 "create date:2000/08/19 | first author:Farmer RD" 0 0 2000
"423" 1277 1 1 1 0 0 0 0 "Differential effects of aspirin and non-aspirin nonsteroidal antiinflammatory drugs in the primary prevention of myocardial infarction in postmenopausal women." "/pubmed/10874543" "García Rodríguez LA, Varas C, Patrono C." "Epidemiology. 2000 Jul;11(4):382-7." "Epidemiology.  2000" "PubMed" "citation" "PMID:10874543" "pubmed" 10874543 "create date:2000/06/30 | first author:García Rodríguez LA" 0 0 2000
"424" 1280 1 1 1 1 0 0 0 "HMG-CoA reductase inhibitors and the risk of fractures." "/pubmed/10866867" "Meier CR, Schlienger RG, Kraenzlin ME, Schlegel B, Jick H." "JAMA. 2000 Jun 28;283(24):3205-10." "JAMA.  2000" "PubMed" "citation" "PMID:10866867" "pubmed" 10866867 "create date:2000/06/24 | first author:Meier CR" 1 1 2000
"426" 1284 1 1 1 0 0 0 0 "Antihypertensive drugs and the risk of idiopathic aplastic anaemia." "/pubmed/10848725" "Myers MW, Vasilakis C, Kaufman MR, Jick H." "Br J Clin Pharmacol. 2000 Jun;49(6):604-8." "Br J Clin Pharmacol.  2000" "PubMed" "citation" "PMID:10848725 | PMCID:PMC2015046" "pubmed" 10848725 "create date:2000/06/10 | first author:Myers MW" 0 0 2000
"427" 1290 1 1 0 0 0 0 0 "The risk of acute pancreatitis associated with acid-suppressing drugs." "/pubmed/10792205" "Eland IA, Alvarez CH, Stricker BH, Rodríguez LA." "Br J Clin Pharmacol. 2000 May;49(5):473-8." "Br J Clin Pharmacol.  2000" "PubMed" "citation" "PMID:10792205 | PMCID:PMC2014950" "pubmed" 10792205 "create date:2000/05/03 | first author:Eland IA" 0 0 2000
"428" 1291 1 1 0 0 0 0 0 "Risk of cataract among users of intranasal corticosteroids." "/pubmed/10808171" "Derby L, Maier WC." "J Allergy Clin Immunol. 2000 May;105(5):912-6." "J Allergy Clin Immunol.  2000" "PubMed" "citation" "PMID:10808171" "pubmed" 10808171 "create date:2000/05/16 | first author:Derby L" 0 0 2000
"429" 1295 1 1 0 0 0 0 0 "Lung cancer and cryptogenic fibrosing alveolitis. A population-based cohort study." "/pubmed/10619790" "Hubbard R, Venn A, Lewis S, Britton J." "Am J Respir Crit Care Med. 2000 Jan;161(1):5-8." "Am J Respir Crit Care Med.  2000" "PubMed" "citation" "PMID:10619790" "pubmed" 10619790 "create date:2000/01/05 | first author:Hubbard R" 0 0 2000
"430" 1297 1 1 0 0 0 0 0 "How do symptoms indicative of BPH progress in real life practice? The UK experience." "/pubmed/11111208" "Clifford GM, Logie J, Farmer RD." "Eur Urol. 2000;38 Suppl 1:48-53. Review." "Eur Urol.  2000" "PubMed" "citation" "PMID:11111208" "pubmed" 11111208 "create date:2000/12/09 | first author:Clifford GM" 0 0 2000
"431" 1299 1 1 0 1 1 0 0 "A cohort study on the risk of acute liver injury among users of ketoconazole and other antifungal drugs." "/pubmed/10594489" "García Rodríguez LA, Duque A, Castellsague J, Pérez-Gutthann S, Stricker BH." "Br J Clin Pharmacol. 1999 Dec;48(6):847-52." "Br J Clin Pharmacol.  1999" "PubMed" "citation" "PMID:10594489 | PMCID:PMC2014312" "pubmed" 10594489 "create date:1999/12/14 | first author:García Rodríguez LA" 1 1 1999
"432" 1303 1 1 1 0 0 0 0 "Association between selective serotonin reuptake inhibitors and upper gastrointestinal bleeding: population based case-control study." "/pubmed/10531103" "de Abajo FJ, Rodríguez LA, Montero D." "BMJ. 1999 Oct 23;319(7217):1106-9." "BMJ.  1999" "PubMed" "citation" "PMID:10531103 | PMCID:PMC28262" "pubmed" 10531103 "create date:1999/10/26 | first author:de Abajo FJ" 0 0 1999
"433" 1306 1 1 0 1 0 0 0 "Should the corticosteroid to bronchodilator ratio be promoted as a quality prescribing marker?" "/pubmed/10557120" "Frischer M, Heatlie H, Chapman S, Norwood J, Bashford J, Millson D." "Public Health. 1999 Sep;113(5):247-50." "Public Health.  1999" "PubMed" "citation" "PMID:10557120" "pubmed" 10557120 "create date:1999/11/11 | first author:Frischer M" 1 1 1999
"434" 1312 1 1 0 1 0 0 0 "Use of dexfenfluramine, fenfluramine and phentermine and the risk of stroke." "/pubmed/10336582" "Derby LE, Myers MW, Jick H." "Br J Clin Pharmacol. 1999 May;47(5):565-9." "Br J Clin Pharmacol.  1999" "PubMed" "citation" "PMID:10336582 | PMCID:PMC2014183" "pubmed" 10336582 "create date:1999/05/21 | first author:Derby LE" 1 1 1999
